YEAR,DOY,T2M_MAX,T2M_MIN,T2MDEW,PRECTOTCORR,RH2M,WS2M,GWETPROF,GWETTOP
2001,63,35.15,18.9,11.07,0.02,46.59,2.29,0.49,0.2
2001,64,34.91,17.13,9.54,0.0,48.38,1.97,0.49,0.2
2001,65,34.72,17.06,6.26,0.0,36.71,2.29,0.49,0.2
2001,66,33.29,16.31,2.94,0.0,33.13,2.35,0.49,0.2
2001,67,34.73,15.73,4.05,0.0,34.65,2.1,0.49,0.2
2001,68,35.09,16.22,6.02,0.0,43.78,1.98,0.49,0.19
2001,69,32.91,16.39,11.67,0.0,60.48,2.58,0.49,0.19
2001,70,33.34,14.52,9.74,0.0,57.6,2.36,0.49,0.19
2001,71,33.39,16.48,12.53,0.0,59.73,2.43,0.49,0.19
2001,72,33.47,15.68,9.8,0.0,56.33,2.29,0.49,0.19
2001,73,34.27,15.04,10.64,0.0,56.89,2.01,0.49,0.18
2001,74,35.5,17.08,10.81,0.0,47.67,2.25,0.49,0.18
2001,75,35.25,17.98,10.64,0.0,43.7,2.28,0.49,0.18
2001,76,36.1,17.33,9.82,0.0,44.32,2.49,0.49,0.18
2001,77,37.86,17.81,8.37,0.0,36.37,1.83,0.49,0.17
2001,78,37.81,19.86,10.65,0.0,38.56,2.05,0.49,0.17
2001,79,36.45,20.79,12.14,0.0,46.61,2.2,0.49,0.17
2001,80,34.61,18.4,13.72,0.0,54.87,2.88,0.49,0.17
2001,81,35.11,16.47,11.37,0.0,53.4,2.85,0.49,0.17
2001,82,36.25,17.12,12.31,0.0,56.23,2.47,0.49,0.16
2001,83,35.94,17.25,11.36,0.0,55.63,2.71,0.49,0.16
2001,84,35.16,17.32,12.59,0.0,56.04,2.84,0.49,0.16
2001,85,36.4,17.06,11.83,0.0,53.1,2.9,0.49,0.16
2001,86,36.15,17.45,12.36,0.0,52.02,3.07,0.49,0.16
2001,87,35.22,18.07,14.12,0.0,59.03,3.01,0.49,0.16
2001,88,35.37,18.48,12.19,0.0,53.52,3.3,0.49,0.15
2001,89,33.69,14.57,7.2,0.0,45.6,2.93,0.49,0.15
2001,90,35.98,13.77,4.31,0.0,39.74,2.26,0.49,0.15
2001,91,37.79,16.03,3.65,0.0,31.19,2.25,0.49,0.15
2001,92,39.08,18.78,3.53,0.0,23.95,2.19,0.49,0.15
2001,93,39.16,21.7,4.94,0.0,26.57,1.64,0.49,0.14
2001,94,38.04,21.46,11.65,0.11,38.59,1.37,0.49,0.14
2001,95,38.85,21.62,12.07,0.21,41.11,1.79,0.49,0.14
2001,96,39.06,23.27,6.52,0.09,24.45,1.25,0.49,0.14
2001,97,35.96,22.97,5.18,0.2,22.66,1.86,0.49,0.14
2001,98,39.14,24.16,1.74,0.01,17.83,1.91,0.49,0.14
2001,99,39.59,19.36,11.14,0.0,42.78,2.25,0.49,0.14
2001,100,38.38,21.19,9.01,0.96,36.31,1.74,0.49,0.17
2001,101,38.34,21.99,5.48,0.0,22.63,2.38,0.49,0.17
2001,102,37.45,23.42,8.26,0.0,25.86,1.73,0.49,0.17
2001,103,37.41,22.93,11.67,0.2,36.52,2.09,0.49,0.17
2001,104,36.13,21.62,11.05,0.01,39.29,1.8,0.49,0.16
2001,105,35.74,20.01,14.08,0.0,48.67,2.2,0.49,0.16
2001,106,36.17,20.4,15.01,0.0,53.29,2.71,0.49,0.16
2001,107,35.19,19.15,13.18,0.0,54.7,3.22,0.49,0.16
2001,108,37.15,19.75,13.82,0.0,54.43,2.74,0.49,0.15
2001,109,36.82,18.86,15.3,0.0,57.24,2.78,0.49,0.15
2001,110,38.92,19.7,14.17,0.8,51.34,2.79,0.49,0.16
2001,111,39.94,22.8,10.74,0.56,36.12,2.5,0.49,0.19
2001,112,40.44,21.12,8.42,0.02,26.35,2.21,0.49,0.19
2001,113,41.42,21.84,7.14,0.08,26.74,2.15,0.49,0.18
2001,114,41.42,21.26,12.06,0.0,43.31,2.85,0.49,0.17
2001,115,40.42,23.51,15.41,0.0,48.19,2.77,0.49,0.17
2001,116,40.49,22.44,16.62,0.0,53.54,2.9,0.49,0.17
2001,117,41.2,21.69,14.36,0.0,46.73,2.7,0.49,0.16
2001,118,40.93,22.0,13.01,0.0,42.91,3.39,0.49,0.16
2001,119,40.5,21.08,11.76,0.0,41.26,3.28,0.49,0.15
2001,120,40.91,21.31,13.63,0.0,45.8,3.31,0.49,0.15
2001,121,42.37,21.21,15.14,0.0,48.6,2.71,0.49,0.15
2001,122,39.48,23.4,17.98,0.0,53.81,3.32,0.49,0.15
2001,123,38.21,22.49,17.25,0.0,56.35,3.29,0.49,0.15
2001,124,39.78,21.69,14.84,0.0,52.51,3.45,0.49,0.14
2001,125,39.75,21.24,15.46,0.0,53.55,3.53,0.49,0.14
2001,126,39.67,21.92,15.31,0.0,52.27,3.49,0.49,0.14
2001,127,39.01,21.88,15.84,0.0,53.59,3.64,0.49,0.14
2001,128,38.22,21.32,14.87,0.0,51.65,3.79,0.49,0.14
2001,129,37.78,20.98,15.28,0.0,54.15,3.86,0.49,0.14
2001,130,37.22,22.55,17.49,0.0,59.41,4.37,0.49,0.13
2001,131,37.74,22.0,17.29,0.0,57.78,3.81,0.49,0.13
2001,132,37.77,21.88,17.13,0.0,58.92,3.89,0.49,0.13
2001,133,37.58,21.88,15.62,0.0,55.58,4.08,0.49,0.13
2001,134,37.19,22.56,17.33,0.0,57.43,3.88,0.49,0.13
2001,135,37.6,22.38,18.54,0.0,60.95,3.83,0.49,0.13
2001,136,36.99,22.14,17.69,0.0,58.75,3.48,0.49,0.13
2001,137,36.31,22.73,17.76,0.0,58.97,4.14,0.49,0.13
2001,138,35.98,22.32,17.79,0.0,58.01,4.22,0.49,0.13
2001,139,32.78,22.86,18.83,1.59,63.5,3.54,0.49,0.15
2001,140,32.79,22.88,19.09,0.45,66.41,3.39,0.49,0.21
2001,141,36.57,22.15,17.87,0.57,59.5,2.58,0.49,0.21
2001,142,32.58,23.76,19.4,1.92,63.23,1.09,0.49,0.24
2001,143,36.24,24.02,19.1,1.53,58.02,2.85,0.49,0.3
2001,144,31.61,22.62,20.08,1.77,68.41,4.97,0.49,0.34
2001,145,31.62,22.87,20.39,1.97,71.67,5.33,0.5,0.36
2001,146,33.39,21.65,18.41,1.77,65.02,5.46,0.5,0.37
2001,147,33.0,21.33,19.02,5.09,67.88,4.57,0.5,0.43
2001,148,32.34,21.62,19.2,3.88,70.07,5.1,0.5,0.49
2001,149,31.56,21.8,20.27,2.99,75.45,5.21,0.5,0.49
2001,150,31.72,22.0,19.75,1.51,73.32,4.74,0.5,0.48
2001,151,32.0,21.74,19.66,0.02,71.37,4.53,0.5,0.44
2001,152,32.58,21.92,19.18,0.0,68.97,4.1,0.5,0.42
2001,153,32.85,21.69,18.82,0.1,67.66,4.32,0.5,0.4
2001,154,33.68,21.67,19.3,0.08,67.98,4.14,0.5,0.38
2001,155,31.59,22.53,19.97,0.73,70.9,4.01,0.5,0.38
2001,156,32.4,22.1,20.17,0.1,70.6,4.36,0.5,0.37
2001,157,31.54,23.17,20.5,1.15,71.65,3.7,0.5,0.37
2001,158,29.14,22.56,21.35,23.37,80.45,2.37,0.51,0.59
2001,159,29.05,23.22,22.62,25.35,85.47,1.8,0.53,0.71
2001,160,30.29,23.05,22.61,11.27,84.73,3.15,0.54,0.67
2001,161,28.29,22.93,21.97,4.77,84.64,4.71,0.55,0.62
2001,162,30.18,22.27,22.04,17.99,82.28,4.09,0.55,0.68
2001,163,27.7,21.79,21.13,8.54,83.79,6.37,0.57,0.68
2001,164,25.9,21.79,20.37,5.66,83.69,5.65,0.57,0.64
2001,165,23.35,20.72,19.78,28.63,88.08,6.44,0.58,0.76
2001,166,26.13,21.98,21.01,24.54,87.42,7.48,0.61,0.79
2001,167,27.5,21.95,21.45,13.57,86.26,7.75,0.62,0.74
2001,168,26.97,22.21,21.47,30.62,86.45,7.25,0.64,0.81
2001,169,27.43,22.27,21.41,9.09,85.27,5.37,0.65,0.76
2001,170,27.77,22.44,21.87,0.78,86.13,4.65,0.65,0.69
2001,171,26.79,22.19,21.51,1.52,86.52,4.58,0.65,0.68
2001,172,28.93,22.26,21.62,1.07,83.54,5.78,0.65,0.66
2001,173,29.28,22.5,21.49,0.03,82.48,5.94,0.65,0.64
2001,174,28.86,22.3,21.41,0.06,82.99,6.15,0.64,0.64
2001,175,28.95,22.46,21.53,0.16,82.73,5.81,0.64,0.63
2001,176,28.5,22.4,21.48,2.12,83.64,5.81,0.64,0.64
2001,177,27.96,22.12,21.41,1.22,84.74,5.71,0.64,0.64
2001,178,26.68,21.79,21.26,14.92,86.29,5.63,0.64,0.71
2001,179,28.14,22.21,21.53,9.74,85.31,5.37,0.65,0.73
2001,180,28.92,22.17,21.24,2.34,82.7,5.17,0.65,0.68
2001,181,29.06,21.74,21.06,3.26,81.97,5.03,0.65,0.67
2001,182,29.04,22.02,21.34,9.59,82.97,5.14,0.65,0.7
2001,183,28.48,21.82,21.22,8.0,84.3,5.64,0.65,0.71
2001,184,27.18,22.07,21.29,26.11,86.31,6.37,0.66,0.79
2001,185,28.82,22.04,21.65,13.6,84.56,6.66,0.68,0.77
2001,186,28.65,22.08,21.19,3.75,83.37,5.83,0.68,0.72
2001,187,28.47,22.02,21.32,4.82,83.98,5.54,0.68,0.71
2001,188,27.01,21.97,21.45,25.97,87.3,5.36,0.69,0.8
2001,189,25.34,22.41,22.18,34.41,92.23,5.32,0.71,0.86
2001,190,24.53,21.99,21.9,76.9,93.45,6.11,0.75,0.94
2001,191,27.17,22.01,21.73,18.01,88.23,6.46,0.78,0.87
2001,192,26.8,21.74,21.27,5.77,87.36,6.4,0.78,0.82
2001,193,27.67,21.75,21.34,4.53,85.57,5.77,0.78,0.8
2001,194,27.19,21.34,20.9,4.27,85.04,5.27,0.78,0.79
2001,195,25.99,20.2,19.89,5.38,85.21,4.78,0.78,0.79
2001,196,27.46,20.81,20.76,8.21,85.39,5.11,0.78,0.8
2001,197,25.39,21.41,20.88,8.07,88.64,5.77,0.78,0.81
2001,198,26.67,21.28,20.97,5.33,86.66,6.72,0.78,0.8
2001,199,26.72,21.75,21.1,2.85,86.6,6.45,0.78,0.79
2001,200,25.57,21.66,21.3,2.97,89.33,5.5,0.78,0.79
2001,201,26.93,21.84,21.2,2.04,86.22,5.36,0.78,0.78
2001,202,26.67,21.54,21.08,0.84,86.91,4.8,0.78,0.77
2001,203,25.89,21.31,21.1,4.98,89.05,4.57,0.78,0.79
2001,204,27.16,21.64,21.53,6.32,88.45,4.85,0.78,0.8
2001,205,27.96,21.76,21.52,5.83,86.65,4.92,0.78,0.79
2001,206,27.75,21.4,21.3,2.51,86.58,4.43,0.78,0.78
2001,207,27.79,21.02,21.11,3.15,86.25,4.24,0.78,0.78
2001,208,27.94,21.25,21.41,6.4,87.18,3.87,0.78,0.79
2001,209,27.3,21.82,21.55,5.66,88.05,3.94,0.78,0.8
2001,210,26.63,21.52,21.08,3.43,86.95,4.52,0.78,0.78
2001,211,28.21,21.32,21.15,2.97,86.08,4.08,0.78,0.78
2001,212,28.05,21.54,21.48,1.95,86.91,3.58,0.78,0.77
2001,213,25.48,21.48,21.29,5.53,90.24,3.21,0.78,0.79
2001,214,26.07,21.1,20.89,1.96,89.48,2.93,0.78,0.79
2001,215,27.18,20.98,21.23,17.12,88.7,3.74,0.78,0.82
2001,216,26.24,21.01,20.99,13.17,89.47,3.79,0.8,0.84
2001,217,24.71,20.89,20.65,5.49,90.28,4.53,0.8,0.82
2001,218,24.35,21.05,20.89,11.1,91.92,4.04,0.8,0.83
2001,219,25.73,21.2,21.01,19.66,89.55,3.89,0.81,0.87
2001,220,26.24,21.49,21.84,28.73,91.98,4.44,0.83,0.91
2001,221,25.74,21.91,21.86,10.06,92.65,3.74,0.84,0.87
2001,222,25.27,21.99,21.84,11.09,92.37,3.56,0.84,0.87
2001,223,25.72,21.7,21.79,5.96,92.3,3.83,0.85,0.86
2001,224,25.89,21.47,21.28,8.79,90.6,4.34,0.85,0.86
2001,225,26.71,21.5,21.7,7.04,90.01,4.6,0.85,0.86
2001,226,25.39,21.95,21.71,18.59,91.93,4.86,0.86,0.88
2001,227,24.71,21.83,21.75,26.49,93.41,5.49,0.88,0.92
2001,228,25.59,21.92,21.67,14.47,91.98,5.84,0.89,0.9
2001,229,26.17,21.56,21.43,7.75,90.25,5.44,0.89,0.88
2001,230,27.24,21.54,21.6,4.33,89.39,5.03,0.89,0.87
2001,231,25.43,20.93,20.66,0.78,90.09,4.24,0.88,0.86
2001,232,24.61,20.99,21.11,1.74,92.63,3.96,0.88,0.86
2001,233,24.88,21.44,21.1,1.74,91.38,3.39,0.88,0.86
2001,234,26.22,21.39,21.44,3.25,89.94,3.85,0.88,0.86
2001,235,27.36,21.57,21.69,2.33,89.08,4.47,0.88,0.85
2001,236,26.85,21.65,21.57,2.18,89.33,3.88,0.87,0.85
2001,237,27.23,21.7,21.57,0.88,88.77,3.28,0.87,0.84
2001,238,26.76,21.29,21.16,0.76,88.61,3.22,0.87,0.84
2001,239,26.47,20.95,21.02,1.97,88.75,4.15,0.86,0.84
2001,240,26.6,20.5,20.58,1.66,88.42,4.55,0.86,0.84
2001,241,26.61,20.6,20.7,1.34,88.15,4.58,0.86,0.83
2001,242,27.22,20.6,20.43,0.46,86.63,4.28,0.85,0.83
2001,243,26.65,20.68,20.36,0.38,87.25,3.99,0.85,0.82
2001,244,26.21,20.4,20.43,1.07,88.43,3.31,0.84,0.82
2001,245,27.3,19.76,20.7,0.73,87.9,2.95,0.84,0.82
2001,246,27.85,20.22,20.88,1.32,87.93,2.67,0.84,0.81
2001,247,27.76,20.02,20.45,1.3,86.13,2.67,0.83,0.81
2001,248,27.09,19.61,20.09,0.89,86.96,2.99,0.83,0.81
2001,249,27.92,19.15,20.25,0.93,86.84,2.79,0.82,0.8
2001,250,28.02,19.58,20.5,0.36,86.5,2.25,0.82,0.8
2001,251,28.8,20.05,20.61,0.33,84.92,1.98,0.82,0.79
2001,252,28.01,19.51,20.28,0.02,85.67,2.12,0.81,0.79
2001,253,27.63,19.27,20.17,0.03,86.23,2.3,0.81,0.78
2001,254,27.24,19.26,20.17,1.69,87.08,2.63,0.8,0.78
2001,255,27.25,19.58,20.11,0.56,86.61,2.31,0.8,0.78
2001,256,28.9,19.32,20.05,0.02,83.09,1.66,0.79,0.77
2001,257,28.08,19.77,20.18,7.38,84.72,1.67,0.79,0.79
2001,258,27.64,19.65,21.04,5.6,87.99,1.56,0.79,0.8
2001,259,28.7,21.25,21.97,8.56,87.96,1.28,0.8,0.81
2001,260,28.71,21.94,22.24,8.24,87.87,1.58,0.8,0.82
2001,261,28.68,21.76,22.31,16.54,88.53,1.55,0.8,0.85
2001,262,26.0,22.09,22.1,2.9,92.05,1.8,0.81,0.82
2001,263,26.33,21.95,21.82,16.66,90.97,1.62,0.81,0.85
2001,264,26.97,21.5,21.89,17.1,89.67,1.98,0.83,0.87
2001,265,29.4,21.32,21.41,2.85,83.62,2.59,0.83,0.83
2001,266,27.89,21.16,21.65,0.26,87.95,2.16,0.83,0.82
2001,267,30.4,20.34,21.23,0.41,83.83,1.29,0.83,0.81
2001,268,29.27,20.32,21.74,28.71,86.15,1.23,0.83,0.87
2001,269,26.89,21.95,22.26,10.1,91.47,1.48,0.84,0.87
2001,270,28.9,21.8,22.39,15.49,88.06,1.63,0.85,0.87
2001,271,29.8,20.98,21.79,5.35,84.59,1.54,0.85,0.86
2001,272,29.92,21.5,21.91,0.08,85.24,1.81,0.85,0.83
2001,273,29.38,21.37,21.87,0.24,86.06,1.77,0.84,0.82
2001,274,26.64,22.07,21.86,1.83,90.34,2.86,0.84,0.83
2001,275,26.3,21.4,21.76,0.77,90.42,3.31,0.84,0.82
2001,276,27.06,21.18,21.25,0.45,88.84,2.98,0.84,0.82
2001,277,27.69,20.45,21.4,3.7,89.73,2.43,0.83,0.82
2001,278,26.96,21.2,21.9,21.86,91.95,1.98,0.84,0.88
2001,279,26.27,21.61,22.16,23.96,92.64,1.28,0.85,0.91
2001,280,26.42,21.25,22.05,28.56,91.72,1.94,0.87,0.93
2001,281,26.78,22.29,22.44,16.45,91.0,2.23,0.88,0.91
2001,282,27.67,20.91,22.25,6.21,90.16,1.7,0.89,0.89
2001,283,27.16,21.73,22.32,3.38,91.46,1.84,0.89,0.87
2001,284,27.16,21.53,22.13,3.2,91.9,1.81,0.89,0.87
2001,285,27.18,20.83,21.69,6.67,90.01,1.16,0.89,0.88
2001,286,27.91,21.31,21.97,2.97,90.07,1.28,0.89,0.87
2001,287,29.03,19.3,20.82,0.24,84.51,1.39,0.89,0.86
2001,288,29.05,20.18,21.7,8.52,86.01,1.63,0.88,0.87
2001,289,28.66,19.83,20.26,2.08,82.66,2.34,0.88,0.86
2001,290,28.15,17.79,17.27,0.04,76.34,2.62,0.88,0.85
2001,291,28.45,17.04,18.0,0.02,77.14,3.09,0.87,0.84
2001,292,28.85,19.85,21.14,0.0,84.36,2.6,0.86,0.84
2001,293,29.53,18.64,19.43,0.0,79.78,2.0,0.86,0.83
2001,294,28.69,15.31,14.51,0.0,69.48,2.53,0.85,0.83
2001,295,28.66,15.39,15.21,0.0,72.68,2.5,0.85,0.82
2001,296,28.41,15.27,15.44,0.0,73.52,2.51,0.84,0.82
2001,297,28.13,15.29,15.24,0.0,74.6,2.7,0.84,0.81
2001,298,28.57,14.21,14.57,0.0,71.99,2.43,0.83,0.81
2001,299,28.76,14.34,14.46,0.0,70.64,2.18,0.83,0.8
2001,300,28.7,14.71,14.42,0.0,69.56,2.24,0.82,0.8
2001,301,29.22,15.55,14.92,0.0,69.08,1.61,0.82,0.79
2001,302,29.1,16.26,15.06,0.0,69.35,1.45,0.81,0.79
2001,303,28.62,14.69,15.11,0.0,72.68,2.0,0.81,0.78
2001,304,28.74,15.62,15.91,0.0,72.16,2.23,0.8,0.78
2001,305,29.36,16.83,17.47,0.0,75.94,1.98,0.8,0.77
2001,306,29.38,16.23,15.63,0.0,70.51,2.08,0.79,0.77
2001,307,29.51,14.85,12.95,0.0,62.59,2.03,0.79,0.76
2001,308,29.05,14.69,12.39,0.0,61.6,1.72,0.78,0.76
2001,309,28.87,14.67,13.91,0.0,65.71,1.63,0.78,0.75
2001,310,29.24,15.58,15.49,0.0,69.17,2.06,0.77,0.75
2001,311,28.91,17.64,17.4,0.0,76.16,2.05,0.77,0.75
2001,312,28.64,16.05,15.95,0.0,73.48,2.22,0.76,0.74
2001,313,28.14,15.65,15.24,0.0,71.77,2.48,0.76,0.74
2001,314,27.64,15.21,14.16,0.0,70.21,2.39,0.75,0.73
2001,315,27.88,13.92,14.29,0.0,71.49,2.28,0.75,0.73
2001,316,27.89,14.82,14.23,0.0,71.4,2.54,0.75,0.73
2001,317,27.58,12.69,10.29,0.0,61.92,2.6,0.74,0.72
2001,318,28.1,12.58,12.34,0.0,63.66,1.84,0.74,0.72
2001,319,29.2,16.13,17.29,0.0,77.59,1.57,0.73,0.72
2001,320,28.68,17.94,19.43,11.34,82.42,1.42,0.73,0.77
2001,321,27.04,19.82,19.55,0.45,83.3,1.45,0.74,0.74
2001,322,29.35,18.26,19.17,0.02,78.53,1.56,0.73,0.73
2001,323,29.98,18.85,18.97,0.0,74.83,1.28,0.73,0.72
2001,324,29.74,17.98,17.09,0.0,72.96,2.11,0.73,0.71
2001,325,28.42,15.1,12.57,0.0,64.37,2.31,0.72,0.71
2001,326,27.77,13.23,10.36,0.0,58.49,1.79,0.72,0.7
2001,327,27.63,13.34,10.78,0.0,60.96,1.7,0.71,0.7
2001,328,27.21,12.07,9.42,0.0,56.69,1.76,0.71,0.7
2001,329,27.15,12.27,10.78,0.0,60.81,1.64,0.71,0.69
2001,330,27.15,12.89,11.55,0.0,63.04,1.47,0.7,0.69
2001,331,27.06,12.94,12.71,0.0,68.58,1.51,0.7,0.69
2001,332,26.96,13.62,14.53,0.0,73.05,1.49,0.7,0.69
2001,333,27.07,14.45,13.68,0.0,69.71,1.85,0.69,0.68
2001,334,26.57,12.45,8.44,0.0,57.18,2.72,0.69,0.67
2001,335,27.8,12.61,11.31,0.0,60.75,2.07,0.68,0.67
2001,336,28.24,14.29,13.06,0.0,65.51,1.71,0.68,0.67
2001,337,28.2,12.85,10.59,0.0,57.67,1.54,0.68,0.66
2001,338,28.45,12.73,10.42,0.0,56.04,1.23,0.67,0.66
2001,339,28.79,12.68,10.99,0.0,58.03,1.31,0.67,0.65
2001,340,28.72,13.19,10.94,0.0,57.53,1.25,0.67,0.65
2001,341,28.93,13.12,10.24,0.0,52.96,1.36,0.66,0.64
2001,342,28.56,12.39,9.23,0.0,52.25,1.47,0.66,0.63
2001,343,28.64,12.51,8.75,0.0,50.69,1.6,0.66,0.63
2001,344,28.6,12.75,9.82,0.0,54.38,1.09,0.65,0.62
2001,345,28.33,12.91,10.67,0.0,59.0,1.15,0.65,0.62
2001,346,28.54,13.21,11.52,0.0,62.69,1.34,0.65,0.61
2001,347,28.66,12.9,10.86,0.0,60.05,1.41,0.64,0.6
2001,348,28.73,12.64,10.25,0.0,54.52,1.29,0.64,0.6
2001,349,27.9,13.17,11.55,0.0,61.74,1.27,0.64,0.6
2001,350,27.93,13.19,11.04,0.0,61.22,1.25,0.64,0.59
2001,351,28.24,13.17,10.88,0.0,58.1,1.94,0.63,0.59
2001,352,27.62,13.63,10.33,0.0,58.25,2.47,0.63,0.58
2001,353,27.86,13.59,7.85,0.0,51.05,2.71,0.63,0.57
2001,354,27.75,11.83,6.29,0.0,47.15,2.88,0.62,0.56
2001,355,27.56,12.35,6.51,0.0,48.2,3.19,0.62,0.56
2001,356,27.6,12.03,5.46,0.0,45.17,2.93,0.62,0.55
2001,357,27.72,10.88,6.1,0.0,45.65,2.09,0.61,0.55
2001,358,27.99,12.17,7.58,0.0,49.04,2.04,0.61,0.55
2001,359,28.27,12.69,10.8,0.0,57.14,1.68,0.61,0.54
2001,360,28.24,15.16,13.57,0.0,61.46,1.42,0.6,0.54
2001,361,28.51,17.53,14.52,0.0,62.6,1.23,0.6,0.54
2001,362,28.31,16.52,14.2,0.0,63.25,1.16,0.6,0.54
2001,363,28.16,14.52,12.27,0.0,59.88,1.44,0.6,0.53
2001,364,27.48,14.11,11.96,0.0,60.72,1.36,0.6,0.53
2001,365,27.66,13.76,11.21,0.0,58.69,1.35,0.59,0.53
2002,1,27.43,12.89,7.62,0.0,51.96,2.65,0.59,0.52
2002,2,27.38,11.41,4.94,0.0,45.16,2.96,0.59,0.51
2002,3,26.92,10.13,1.67,0.0,38.36,2.91,0.59,0.5
2002,4,26.78,9.73,4.07,0.0,42.74,2.71,0.58,0.5
2002,5,27.34,12.48,10.13,0.03,57.55,2.24,0.58,0.49
2002,6,27.81,13.47,13.23,0.01,70.37,1.75,0.58,0.49
2002,7,27.84,13.3,13.41,0.26,71.99,1.56,0.58,0.49
2002,8,28.17,15.07,13.33,0.09,65.71,2.41,0.58,0.49
2002,9,28.09,14.92,12.58,0.0,60.93,2.84,0.57,0.49
2002,10,28.43,14.19,10.01,0.0,53.74,2.51,0.57,0.48
2002,11,29.15,12.58,5.88,0.0,42.52,1.97,0.57,0.48
2002,12,30.14,11.55,4.59,0.0,39.83,1.92,0.57,0.47
2002,13,30.62,12.07,3.14,0.0,34.47,1.59,0.57,0.46
2002,14,31.49,12.5,5.36,0.0,41.45,1.35,0.56,0.46
2002,15,30.27,14.37,9.73,0.0,55.82,1.71,0.56,0.46
2002,16,28.55,14.27,13.77,0.0,74.56,1.82,0.56,0.46
2002,17,27.12,12.8,13.72,0.0,78.1,2.01,0.56,0.46
2002,18,25.61,12.96,12.96,0.0,77.6,1.84,0.56,0.46
2002,19,25.0,10.99,10.45,0.0,70.25,2.04,0.56,0.46
2002,20,24.25,10.24,8.95,0.0,67.59,1.85,0.56,0.45
2002,21,25.04,10.81,6.72,0.0,53.73,1.95,0.55,0.45
2002,22,26.93,11.3,10.44,0.0,67.23,1.71,0.55,0.45
2002,23,28.22,10.48,4.84,0.0,47.96,1.65,0.55,0.45
2002,24,29.15,11.67,-0.03,0.0,33.74,1.97,0.55,0.44
2002,25,28.68,10.87,2.96,0.0,40.58,2.39,0.55,0.43
2002,26,27.2,11.19,10.22,0.0,66.15,2.32,0.55,0.44
2002,27,24.67,10.17,9.54,0.0,67.66,2.61,0.55,0.44
2002,28,26.35,6.61,0.29,0.0,42.53,1.47,0.54,0.43
2002,29,28.34,9.45,2.37,0.0,44.65,1.57,0.54,0.43
2002,30,29.57,9.0,2.0,0.0,35.99,2.42,0.54,0.42
2002,31,29.98,13.59,7.44,0.0,43.12,2.48,0.54,0.42
2002,32,30.89,14.84,10.75,0.0,51.16,1.66,0.54,0.42
2002,33,31.65,15.18,9.17,0.0,44.94,1.76,0.54,0.41
2002,34,32.13,16.57,12.14,0.0,51.52,1.48,0.54,0.41
2002,35,32.25,16.39,12.29,0.0,53.09,2.17,0.53,0.41
2002,36,31.91,17.48,12.86,0.0,53.99,1.72,0.53,0.41
2002,37,30.71,15.1,9.95,0.01,50.9,2.35,0.53,0.41
2002,38,28.53,13.51,9.51,0.03,56.6,2.37,0.53,0.41
2002,39,27.57,10.84,3.91,0.0,46.09,1.97,0.53,0.4
2002,40,31.43,10.81,6.39,0.0,44.2,2.25,0.53,0.4
2002,41,30.25,14.74,12.48,0.12,59.64,2.44,0.53,0.4
2002,42,28.22,14.08,10.57,0.0,60.97,2.38,0.53,0.4
2002,43,31.79,10.34,6.2,0.0,42.77,1.71,0.52,0.4
2002,44,33.24,15.6,10.69,0.0,46.33,2.02,0.52,0.39
2002,45,33.66,16.51,9.6,0.0,43.03,1.62,0.52,0.39
2002,46,33.48,16.82,10.17,0.0,45.7,1.39,0.52,0.39
2002,47,34.06,17.28,9.98,0.0,43.74,1.78,0.52,0.38
2002,48,33.69,18.16,11.14,0.0,46.16,1.63,0.52,0.38
2002,49,33.85,19.69,11.16,0.0,44.18,1.46,0.52,0.38
2002,50,33.98,18.7,10.33,0.0,42.44,1.51,0.52,0.38
2002,51,34.43,17.2,6.81,0.0,34.16,1.98,0.51,0.37
2002,52,34.91,16.27,5.12,0.0,31.15,1.4,0.51,0.36
2002,53,35.31,19.17,7.91,0.0,36.34,1.87,0.51,0.36
2002,54,34.69,17.03,9.34,0.0,42.3,1.58,0.51,0.35
2002,55,34.36,16.64,9.39,0.0,43.22,1.64,0.51,0.34
2002,56,34.72,16.45,7.28,0.0,38.09,1.68,0.51,0.34
2002,57,35.02,15.92,5.22,0.0,33.02,1.68,0.51,0.33
2002,58,35.92,17.23,4.17,0.0,28.99,1.57,0.51,0.32
2002,59,36.26,17.21,2.84,0.0,26.06,1.97,0.5,0.3
2002,60,36.51,17.87,5.17,0.0,29.84,1.66,0.5,0.29
2002,61,35.94,18.1,6.19,0.0,31.58,2.36,0.5,0.29
2002,62,35.44,17.78,4.61,0.0,29.59,2.41,0.5,0.28
2002,63,36.75,17.1,3.46,0.0,25.91,1.9,0.5,0.28
2002,64,37.25,18.06,2.43,0.0,21.98,2.27,0.5,0.27
2002,65,37.05,17.99,1.75,0.0,22.56,2.21,0.5,0.26
2002,66,35.15,17.17,6.36,0.0,35.93,2.44,0.5,0.26
2002,67,32.83,15.5,10.53,0.0,55.88,2.36,0.5,0.26
2002,68,36.12,16.06,7.79,0.0,41.29,1.89,0.5,0.26
2002,69,35.99,18.21,6.02,0.0,27.94,2.25,0.5,0.25
2002,70,36.8,21.63,5.68,0.0,24.51,2.21,0.5,0.25
2002,71,33.94,22.04,4.36,0.0,23.84,2.75,0.5,0.24
2002,72,36.93,19.84,7.86,0.04,31.03,2.98,0.5,0.24
2002,73,36.2,21.53,8.62,0.24,31.99,2.02,0.5,0.24
